IdVehiculo;Serial;Marca;Modelo;Asientos;Motor;Año;Tipo vehiculo;Gpo. estatus;Uso;Estatus;Combustible;Eco;Placas;Placas federales;Descripcion;aire;jala;mochila;conversion/reparacion;reinsidente;Columna1
1809;3MBAA4CS19M033164;Mercedes benz;Torino Marco Polo;41;9,07E+13;2009;Camion;Activo;Capacitación;Paro Técnico;Diesel;936;A17913R;547-RL5;S/A-;No;Sí;No;na;Sí;Si
1810;3MBAA4CS39M033165;Mercedes benz;Torino Marco Polo;41;9,07E+13;2009;Camion;Activo;Capacitación;Paro Técnico;Diesel;937;A17912R;531-RL5;S/A-;;;;;;
179;3MBAA2CN13M004401;Mercedes benz;Boxer;40;9,05E+13;2003;Camion;Inactivo;Operaciones;Por Vender;Diesel;5101;;003 RP2;Proceso de retiro pago y facturación a Martin Garduño;;;;;;
1617;JTFSX23P896052082;Toyota;Hiace;15;2TR8165779;2009;Camioneta;Inactivo;Operaciones;Por Vender;Gasolina Magna;867;447RL-5;447-RL5;Proceso de retiro pago y facturación a Martin Garduño;;;;;;
3075;3CEJ2X51225002153;Masa;C-11r;41;461842230;2002;Camion;Inactivo;Capacitación;Por Vender;Diesel;416;183-216-R;;Proceso de retiro pago y facturación a Martin Garduño;;;;;;
3089;3MBAA2DK88M031168;Mercedes benz;Ayco;41;9,24915E+13;2008;Camion;Inactivo;Operaciones;Por Vender;Diesel;874;A18302R;379RR3;Proceso de retiro pago y facturación a Martin Garduño;;;;;;
3365;3MBAA2DK68M031170;Mercedes benz;Ayco;41;9,24915E+13;2008;Camion;Activo;Capacitación;Paro Técnico;Diesel;873;A18124R;;S/A-;;;;;;
1253;3HVBZAAN57N577505;International;Zafiro;41;470HM2U1510607;2007;Camion;Activo;Capacitación;Paro Técnico;Diesel;485;*;79RB5B;S/A-;;;;;;
2604;JTFSX23P7D6127492;Toyota;Hiace;15;2TR8436018;2013;Camioneta;Activo;Mantenimiento;Operando;Gasolina Magna;2604;;491-RN8;;;;;;;
3860;JTFSX23P5D6135008;Toyota;Hiace;15;2TR8491245;2013;Camioneta;Activo;Capacitación;Mantenimiento;Gasolina Magna;1417;;302RP5;UTILITARIOS LIPU MTY;;;;;;
3946;JTFSX23P5E6150691;Toyota;Hiace;15;2TR-8668534;2014;Camioneta;Activo;Operaciones;Alto Rezago Mantenimiento;Gasolina Magna;1176;;12RA7D;RESCATES MTTO;;;;;;
15003;9532E82W3RR053371;Volkswagen;Ayco;45;0166570A046566;2024;Camion;Activo;Operaciones;Operando;Diesel;13053;A26789R;58RE9E;ABB ELECTRICAL CONTROL SYSTEMS;si;si;si;na;no;
13460;3HBBZTBN8PL489079;International;Zafiro;41;Y1A072487;2023;Camion;Activo;Operaciones;Operando;Diesel;11869;;90RD1S;HAMADEN;si;si;si;na;no;
8025;WD3YF4A95KP141592;Mercedes benz;Sprinter;21;6,51958E+13;2019;Camioneta;Activo;Operaciones;Operando;Diesel;8226;;08RB3Z;AMAZON MTY;;;;;;
15230;3HBBZTBN4SL365125;International;Zafiro;41;Y1A076820;2025;Camion;Activo;Operaciones;Operando;Diesel;13234;A26993R;83RE1F;ABB ELECTRICAL CONTROL SYSTEMS;no;no;si;pte diagnostico;si;
8754;JN1BE6DS3L9036695;Nissan;Urvan;15;;2020;Camioneta;Baja;Operaciones;Vendido;Gasolina Magna;8304;A18147R;;UNIDAD RENTADA DEVUELTA;;;;;;
10470;3HBBZTBN7NL398091;International;Zafiro;41;Y1A053705;2022;Camion;Activo;Operaciones;Operando;Diesel;9810;A26465R;44RC7F;IAC;;;;;;
13369;3HBBZTBN1PL485021;International;Zafiro;41;Y1A061443;2023;Camion;Activo;Operaciones;Operando;Diesel;11778;;97RD1S;VERTIV MONTERREY;;;;;;
11143;3HBBZTBN3NL353018;International;Zafiro;41;Y1A059023;2022;Camion;Activo;Operaciones;Operando;Diesel;10370;A20897R;74RC1M;NIDEC-COLD;no;no;si;conversion;si;
9508;9BSK4X206E2B42602;Scania;No Especificado;41;8228670;2014;Camion;Baja;Operaciones;Vendido;Diesel;9001;;138RN6;UNIDAD RENTADA DEVUELTA;;;;;;
10468;3HBBZTBN3NL448310;International;Zafiro;41;Y1A054523;2022;Camion;Activo;Operaciones;Alto Rezago Mantenimiento;Diesel;9808;A20464R;39RC7F;SUNGWOO PESQUERIA;;;;;;
9510;9BSK4X204F3864244;Scania;No Especificado;41;8251286;2014;Camion;Baja;Operaciones;Vendido;Diesel;9003;;521RF7;UNIDAD RENTADA DEVUELTA;;;;;;
10406;3MBAA2DM0GM057974;Mercedes benz;Ayco / zafiro;37;924933C1095434;2016;Camion;Baja;Operaciones;Vendido;Diesel;9749;226-816-R;;UNIDAD RENTADA DEVUELTA;;;;;;
5900;3HBBZSEN4KL573754;International;Reco;41;Y1A038189;2019;Camion;Activo;Operaciones;Operando;Diesel;6172;;46-RB-6A;AZTEK;si;si;si;na;si;
8753;JN1BE6DS0L9035794;Nissan;Urvan;15;;2020;Camioneta;Baja;Operaciones;Vendido;Gasolina Magna;8303;A18139R;;UNIDAD RENTADA DEVUELTA;;;;;;
15588;3HBBZTBN6SL637481;International;Zafiro;41;Y1A076731;2025;Camion;Activo;Operaciones;Operando;Diesel;13573;;77RE8F;SIEMENS;;;;;;
13175;3HBBZTBN3PL513188;International;Zafiro;41;Y1A068436;2023;Camion;Activo;Operaciones;Operando;Diesel;11584;;67RD7M;UDEM;;;;;;
5014;3HBBZSEN9HL473741;International;Zafiro;41;Y1A032698;2017;Camion;Activo;Operaciones;Operando;Diesel;5302;A21963R;06RA7L;DONG KOOK MTY;;;;;;
14328;3HBBZTBN7RL670936;International;Zafiro;41;Y1A075992;2024;Camion;Activo;Operaciones;Operando;Diesel;12632;A26223R;38RD9Z;VERTIV MONTERREY;;;;;;
13362;3HBBZTBN8PL664205;International;Zafiro;41;Y1A070546;2023;Camion;Activo;Operaciones;Operando;Diesel;11771;;05RD2S;SCANPAINT;no;no;si;reparacion;no;
16155;3HBBZTBN6SL570641;International;Zafiro;41;Y1A077751;2025;Camion;Activo;Operaciones;Operando;Diesel;14101;;91RE6N;CELESTICA APODACA;;;;;;
12932;3MBAA2DP3PM077873;Mercedes benz;Zafiro;41;924982U1391842;2023;Camion;Activo;Operaciones;Operando;Diesel;11346;A28912R;17RD3S;NIDEC-CMD;;;;;;
16160;3HBBZTBN3SL577840;International;Zafiro;41;Y1A077251;2025;Camion;Activo;Operaciones;Operando;Diesel;14106;;79RE6N;CELESTICA APODACA;;;;;;
10510;3HBBZTBN2NL398080;International;Zafiro;41;Y1A053335;2022;Camion;Activo;Operaciones;Operando;Diesel;9850;;29RC7F;VERTIV MONTERREY;;;;;;
14288;3HBBZTBN9RL670937;International;Zafiro;41;Y1A076032;2024;Camion;Activo;Operaciones;Operando;Diesel;12593;A25822R;43RD9Z;SIEMENS;;;;;;
10430;3MBAA6DN7DM046787;Mercedes benz;Torino;41;9,06999E+13;2013;Camion;Baja;Operaciones;Vendido;Diesel;9773;222565R;;UNIDAD RENTADA DEVUELTA;;;;;;
15465;3HBBZTBN2SL615414;International;Zafiro;41;Y1A076700;2025;Camion;Activo;Operaciones;Mantenimiento;Diesel;13452;A27398R;29RE6F;NIDEC-CMD;;;;;;
9661;3MBAA6DS5JM066845;Mercedes benz;Torino;41;;2018;Camion;Baja;Operaciones;Vendido;Diesel;9154;A15023R;;UNIDAD RENTADA DEVUELTA;;;;;;
15466;3HBBZTBN1SL366281;International;Zafiro;41;Y1A076568;2025;Camion;Activo;Operaciones;Operando;Diesel;13453;A27394R;28RE6F;NIDEC-CMD;;;;;;
10100;3MBAA2DM3GM056592;Mercedes benz;Ayco / zafiro;41;924933C1096049;2016;Camion;Baja;Operaciones;Vendido;Diesel;9553;226-812-R;;UNIDAD RENTADA DEVUELTA;;;;;;
10459;3HBBZTBN7NL448309;International;Zafiro;41;Y1A054320;2022;Camion;Activo;Operaciones;Operando;Diesel;9799;;40RC7F;WOLONG;;;;;;
5895;3HBBZSEN0KL573749;International;Reco;41;Y1A038202;2019;Camion;Activo;Operaciones;Operando;Diesel;6167;;51-RB-6A;OWENS CORNING;;;;;;
6176;3HBBZSEN4KL657475;International;Reco;37;Y1A038187;2019;Camion;Activo;Operaciones;Operando;Diesel;6442;;31-RB-3B;SIEMENS;;;;;;
10990;3HBBZTBN9NL316992;International;Zafiro;41;Y1A057720;2022;Camion;Activo;Operaciones;Operando;Diesel;10220;A20783R;58RC2R;WOLONG;;;;;;
15432;3MN2E82W8SD300023;Volkswagen;Ayco;41;0166798A236789;2025;Camion;Activo;Operaciones;Operando;Diesel;13422;;85RE6F;PANEL REY;;;;;;
10514;3HBBZTBN8NL448318;International;Zafiro;41;Y1A054493;2022;Camion;Activo;Operaciones;Operando;Diesel;9854;;73RC7F;WOLONG;;;;;;
12578;3MBAA2DM8CM044934;Mercedes benz;Torino;36;9,24933E+13;2012;Camion;Baja;Operaciones;Vendido;Diesel;11038;224981R;;UNIDAD RENTADA DEVUELTA;;;;;;
4743;3HBBZSEN8HL674224;International;Zafiro;41;Y1A031948;2017;Camion;Activo;Operaciones;Operando;Diesel;4869;;71RA2F;;;;;;;
5161;3HBBZSEN0HL518887;International;Zafiro;41;Y1A034165;2017;Camion;Activo;Operaciones;Operando;Diesel;5446;;93RA5V;;;;;;;
5894;3HBBZSEN9KL573748;International;Reco;41;Y1A038195;2019;Camion;Activo;Operaciones;Operando;Diesel;6166;;52-RB-6A;OWENS CORNING;;;;;;
15368;3HBBZTBN0SL362660;International;Zafiro;41;Y1A076611;2025;Camion;Activo;Operaciones;Operando;Diesel;13354;;55RE1F;NIDEC-CMD;;;;;;
13363;3HBBZTBN4PL485319;International;Zafiro;41;Y1A071854;2023;Camion;Activo;Operaciones;Operando;Diesel;11772;;04RD2S;;;;;;;
12771;3HBBZTBN8PL373543;International;Zafiro;41;Y1A066309;2023;Camion;Activo;Operaciones;Operando;Diesel;11188;A21789R;61RD5M;AMAZON MTY;;;;;;
13486;3HBBZTBN4PL485711;International;Zafiro;41;Y1A072472;2023;Camion;Activo;Operaciones;Operando;Diesel;11895;;75RD1S;AMAZON MTY;;;;;;
11003;3HBBZSGN7ML343254;International;Reco;41;U1A009966;2021;Camion;Activo;Operaciones;Operando;Diesel;10230;;47RC1D;LIEBHERR;;;;;;
13468;3HBBZTBN0PL489089;International;Zafiro;41;Y1A064764;2023;Camion;Activo;Operaciones;Operando;Diesel;11877;;87RD2S;IAC;;;;;;
5060;3HBBZSEN3HL483665;International;Zafiro;41;Y1A033260;2017;Camion;Activo;Operaciones;Operando;Diesel;5348;;98RA2X;AZTEK;no;no;si;pte diagnostico;no;
7458;3HBBZSGN6KL305107;International;Reco;41;U1A009428;2019;Camion;Activo;Operaciones;Operando;Diesel;7667;;46RB3L;WOLONG;;;;;;
4999;3HBBZSEN2HL473743;International;Zafiro;41;Y1A032553;2017;Camion;Activo;Operaciones;Corralon Grave;Diesel;5288;A21958R;61RA9G;Daños a Telmex municipales multa de alcohol - Pago pendiente por 40 mil pesos en efectivo por daño;;;;;;
14857;3MN2E82W3RD301560;Volkswagen;Ayco;41;0166727A186726;2024;Camion;Activo;Operaciones;Operando;Diesel;12928;A26446R;45RE6B;VERTIV MONTERREY;;;;;;
9723;3MBAA6DN3JM065719;Mercedes benz;Torino;41;;2018;Camion;Baja;Operaciones;Vendido;Diesel;9216;229559R;;UNIDAD RENTADA DEVUELTA;;;;;;
11155;3MBAA2DM9FM053470;Mercedes benz;Zafiro;41;924933C1075146;2014;Camion;Baja;Operaciones;Vendido;Diesel;10382;226013R;;UNIDAD RENTADA DEVUELTA;;;;;;
14274;3HBBZTBN7RL670922;International;Zafiro;41;Y1A076121;2024;Camion;Activo;Operaciones;Operando;Diesel;12580;A25728R;60RD7Z;LIXIL;;;;;;
13350;3MN2E82W8PD301292;Volkswagen;Ayco;45;0166385A526380;2023;Camion;Activo;Operaciones;Operando;Diesel;11759;A25370R;50RD2S;LIXIL;;;;;;
14210;3HBBZTBN8RL195491;International;Zafiro;41;Y1A075935;2024;Camion;Activo;Operaciones;Operando;Diesel;12516;A25365R;85RD7Z;SIEMENS;;;;;;
9684;3MBAA2DP4MM074492;Mercedes benz;Zafiro;41;924982U1304893;2021;Camion;Activo;Operaciones;Operando;Diesel;9177;;50RC9C;VIAKEM;;;;;;
7890;3HBBZSEN2LL259330;International;Reco;41;Y1A042521;2020;Camion;Activo;Operaciones;Operando;Diesel;8091;;76RB6V;DAWN FOODS;;;;;;
15391;3MN2E82W7RD301903;Volkswagen;Ayco;41;0166780A056780;2024;Camion;Activo;Operaciones;Operando;Diesel;13381;;57RE4F;ABB ELECTRICAL CONTROL SYSTEMS;si;si;si;na;no;
8761;JN1BE6DS5L9035693;Nissan;Urvan;15;;2019;Camioneta;Baja;Operaciones;Vendido;Gasolina Magna;8311;A18138R;;UNIDAD RENTADA DEVUELTA;;;;;;
10471;3HBBZTBN6NL398079;International;Zafiro;41;Y1A053299;2022;Camion;Activo;Operaciones;Operando;Diesel;9811;A20463R;25RC7F;VEOLIA;;;;;;
15810;JTFSX23P8D6137111;Toyota;Hiace;15;;2013;Camioneta;Baja;Operaciones;Vendido;Gasolina Magna;13790;;;UNIDAD RENTADA DEVUELTA;;;;;;
10333;3HBBZSGN1NL497363;International;Zafiro;41;U1A009986;2022;Camion;Activo;Operaciones;Operando;Diesel;9676;;47RC5F;SCANPAINT;si;si;si;na;no;
10097;3MBAA2DM3GM055894;Mercedes benz;Ayco / zafiro;41;924933C1078097;2016;Camion;Baja;Operaciones;Vendido;Diesel;9550;;226-363-R;UNIDAD RENTADA DEVUELTA;;;;;;
14838;3MBAA2DP3PM077579;Mercedes benz;Zafiro;41;924982U1387377;2023;Camion;Activo;Operaciones;Operando;Diesel;12909;A26462R;38RE5B;SIEMENS;;;;;;
8952;3MBAA3CS88M030612;Mercedes benz;Torino;41;9,06966E+13;2018;Camion;Baja;Operaciones;Vendido;Diesel;8463;217-008-R;;UNIDAD RENTADA DEVUELTA;;;;;;
13465;3HBBZTBN2PL485707;International;Zafiro;41;Y1A071796;2023;Camion;Activo;Operaciones;Operando;Diesel;11874;;90RD2S;NIDEC-COLD;no;no;si;conversion;si;
15416;3HBBZTBN9SL615586;International;Zafiro;41;Y1A076787;2025;Camion;Activo;Operaciones;Operando;Diesel;13406;;97RE6F;NIDEC-CMD;;;;;;
13182;3HBBZTBN5PL514004;International;Zafiro;41;Y1A069054;2023;Camion;Activo;Operaciones;Operando;Diesel;11591;;23RD6M;VERTIV MONTERREY;;;;;;
11141;3HBBZTBNXNL353372;International;Zafiro;41;Y1A058836;2022;Camion;Activo;Operaciones;Operando;Diesel;10368;A20898R;63RC1M;KEPLER CONSTRUCTORA;;;;;;
15408;3HBBZTBN5SL613883;International;Zafiro;41;Y1A076826;2025;Camion;Activo;Operaciones;Operando;Diesel;13398;;65RE4F;IAC;;;;;;
12954;3MBAA2DP2PM077881;Mercedes benz;Zafiro;41;924982U1392289;2023;Camion;Activo;Operaciones;Operando;Diesel;11368;A28913R;37RD4S;KAYAKU SAFETY;;;;;;
15380;3HBBZTBN0SL363176;International;Zafiro;41;Y1A076738;2025;Camion;Activo;Operaciones;Operando;Diesel;13370;;77RE4F;NIDEC-USEM;;;;;;
7665;3MBAA2DM9GM057973;Mercedez Benz;Ayco;41;924933C1095317;2016;Camion;Baja;Operaciones;Vendido;Diesel;7868;;64RA2C;UNIDAD RENTADA DEVUELTA;;;;;;
13123;3MN2E82W4PD300981;Volkswagen;Ayco;45;0166340A486338;2023;Camion;Activo;Operaciones;Operando;Diesel;11532;A22526R;85RC5X;IAC;;;;;;
10986;3HBBZTBN2NL316994;International;Zafiro;41;Y1A057439;2022;Camion;Activo;Operaciones;Operando;Diesel;10216;A20779R;62RC2R;AMAZON MTY;;;;;;
10331;3HBBZSGN7NL591974;International;Zafiro;41;U1A009987;2022;Camion;Activo;Operaciones;Operando;Diesel;9674;;64RC5F;AMCOR MTY;;;;;;
13489;3HBBZTBN2PL489076;International;Zafiro;41;Y1A066242;2023;Camion;Activo;Operaciones;Operando;Diesel;11898;;69RD1S;VIAKEM;;;;;;
4845;3HBBZSEN3HL706030;International;Zafiro;41;Y1A032412;2017;Camion;Activo;Operaciones;Operando;Diesel;4971;;27RA3F;;;;;;;
15060;3HBBZTBN7RL156617;International;Zafiro;41;Y1A076433;2024;Camion;Activo;Operaciones;Operando;Diesel;13110;;62RE8E;NIDEC-COLD;si;si;si;na;si;
14481;3HBBZTBN0RL670924;International;Zafiro;41;Y1A076061;2024;Camion;Activo;Operaciones;Operando;Diesel;12639;A25804R;53RD9Z;NIDEC-CMD;;;;;;
15442;3HBBZTBN9SL613885;International;Zafiro;41;Y1A076519;2025;Camion;Activo;Operaciones;Operando;Diesel;13429;;30RE6F;AMAZON MTY;;;;;;
9623;WV1LH22E6F6024017;Volkswagen;Cargo Van Crafter;21;;2015;Camioneta;Baja;Operaciones;Vendido;Diesel;9116;A17087R;;UNIDAD RENTADA DEVUELTA;;;;;;
9880;W1Y8DD3Z1LP230159;Mercedes benz;Sprinter;21;6,51958E+13;2020;Camioneta;Activo;Operaciones;Mantenimiento;Diesel;9373;;47RC1G;KAYAKU SAFETY;;;;;;
7768;3HBBZSGN1LL267027;International;Reco;41;U1A009758;2020;Camion;Activo;Operaciones;Operando;Diesel;7970;;37RB3V;CELESTICA AGUA FRIA;;;;;;
4808;3HBBZSEN7HL674375;International;Zafiro;41;Y1A031611;2017;Camion;Activo;Operaciones;Operando;Diesel;4934;795-021-C;64RB6B;LIXIL;;;;;;
14853;3MN2E82W7RD301576;Volkswagen;Ayco;41;0166714A846711;2024;Camion;Activo;Operaciones;Operando;Diesel;12924;A26441R;49RE6B;AMAZON MTY;;;;;;
10456;3HBBZTBN0NL448877;International;Zafiro;41;Y1A055261;2022;Camion;Activo;Operaciones;Operando;Diesel;9796;;30RC7F;CELESTICA ESCOBEDO;;;;;;
14484;3HBBZTBN9RL034325;International;Zafiro;41;Y1A076292;2024;Camion;Activo;Operaciones;Operando;Diesel;12642;A26225R;11RE1A;ABB ELECTRICAL CONTROL SYSTEMS;si;si;si;na;si;
10085;3MBAA2DM4GM055905;Mercedes benz;Ayco / zafiro;41;;2016;Camion;Baja;Operaciones;Vendido;Diesel;9538;229-520-R;;UNIDAD RENTADA DEVUELTA;;;;;;
5939;WD3YF1A9XJP575116;Mercedes benz;Sprinter;22;6,51955E+13;2018;Camioneta;Activo;Operaciones;Operando;Diesel;6211;;94-RB-3B;AMAZON MTY;;;;;;
13184;3HBBZTBN7PL516059;International;Zafiro;41;Y1A069254;2023;Camion;Activo;Operaciones;Operando;Diesel;11593;;21RD6M;IAC;;;;;;
10603;3MBAA6DN5CM043143;Mercedes benz;Torino;47;9,06999E+13;2012;Camion;Baja;Operaciones;Vendido;Diesel;9918;225900R;;UNIDAD RENTADA DEVUELTA;;;;;;
7881;3HBBZSEN3LL261622;International;Reco;41;Y1A042588;2020;Camion;Activo;Operaciones;Operando;Diesel;8083;;10RB6V;DAWN FOODS;;;;;;
8051;WD3YF4A93LP175919;Mercedes benz;Sprinter;21;6,51958E+13;2020;Camioneta;Activo;Operaciones;Alto Rezago Mantenimiento;Diesel;8251;;05RC9A;COR-IAC;;;;;;
15406;3HBBZTBN4SL351550;International;Zafiro;41;Y1A076742;2025;Camion;Activo;Operaciones;Operando;Diesel;13396;;70RE4F;NIDEC-USEM;;;;;;
5051;3HBBZSEN4HL479009;International;Zafiro;41;Y1A032891;2017;Camion;Activo;Operaciones;Operando;Diesel;5339;;59RA2X;OWENS CORNING;;;;;;
15062;3HBBZTBN8RL223550;International;Zafiro;41;Y1A076523;2024;Camion;Activo;Operaciones;Operando;Diesel;13112;;60RE8E;ABB ELECTRICAL CONTROL SYSTEMS;no;no;si;pte diagnostico;si;
14224;3HBBZTBN5RL232299;International;Zafiro;41;Y1A075650;2024;Camion;Activo;Operaciones;Operando;Diesel;12530;A25364R;74RD7Z;CELESTICA APODACA;;;;;;
14874;3MN2E82WXRD301474;Volkswagen;Ayco;41;0166716A076711;2024;Camion;Activo;Operaciones;Operando;Diesel;12945;;41RE6B;SIEMENS;;;;;;
11138;3HBBZTBN7NL352390;International;Zafiro;41;Y1A059210;2022;Camion;Activo;Operaciones;Operando;Diesel;10365;A20904R;66RC1M;AMCOR MTY;;;;;;
8944;3MBAA6DN4GM057783;Mercedes benz;Torino;41;906999C1060930;2016;Camion;Baja;Operaciones;Vendido;Diesel;8455;72-HA-2R;;UNIDAD RENTADA DEVUELTA;;;;;;
5058;3HBBZSENXHL483646;International;Zafiro;41;Y1A033258;2017;Camion;Activo;Operaciones;Operando;Diesel;5346;;15RA5V;GLOBAL FM;;;;;;
13714;3HBBZTBN9RL365096;International;Zafiro;41;Y1A073349;2023;Camion;Activo;Operaciones;Operando;Diesel;12022;;03RD5V;CELESTICA APODACA;;;;;;
11002;3HBBZSGN1ML343248;International;Reco;41;U1A009964;2021;Camion;Activo;Operaciones;Operando;Diesel;10229;;48RC1D;KEPLER CONSTRUCTORA;;;;;;
9711;3MBAA2DP2MM074491;Mercedes benz;Zafiro;41;924982U1305242;2021;Camion;Activo;Operaciones;Operando;Diesel;9204;;51RC9C;WOLONG;;;;;;
7767;3HBBZSGN2LL266744;International;Reco;41;U1A009657;2020;Camion;Activo;Operaciones;Operando;Diesel;7969;;38RB3V;NAPS;;;;;;
15584;3HBBZTBN9SL575235;International;Zafiro;41;Y1A077081;2025;Camion;Activo;Operaciones;Operando;Diesel;13569;;79RE8F;;;;;;;
12964;3MBAA2DP6PM077754;Mercedes benz;Zafiro;41;924982U1393652;2023;Camion;Activo;Operaciones;Operando;Diesel;11378;A29843R;84RD2S;WOLONG;;;;;;
12936;3MBAA2DP4PM077879;Mercedes benz;Zafiro;41;924982U1389957;2023;Camion;Activo;Operaciones;Operando;Diesel;11350;A28911R;14RD3S;KAYAKU SAFETY;;;;;;
5011;3HBBZSEN4HL706070;International;Zafiro;41;Y1A032556;2017;Camion;Activo;Operaciones;Operando;Diesel;5299;A21987R;65RA9G;CAPACITACION;;;;;;
10050;JN1BE6DS1L9038140;Nissan;Urvan;15;;2020;Camioneta;Baja;Operaciones;Vendido;Gasolina Magna;9503;A19704R;;UNIDADE RENTADA DEVUELTA;;;;;;
14330;3HBBZTBN2RL195468;International;Zafiro;41;Y1A075990;2024;Camion;Activo;Operaciones;Operando;Diesel;12634;A25805R;40RD9Z;AMCOR MTY;;;;;;
15364;3HBBZTBN3SL362779;International;Zafiro;41;Y1A076746;2025;Camion;Activo;Operaciones;Operando;Diesel;13350;;80RE4F;KEPLER CONSTRUCTORA;;;;;;
10293;3MBAA6DN8BM041093;Mercedes benz;Torino;41;9,06999E+13;2013;Camion;Baja;Operaciones;Vendido;Diesel;9636;214683R;;UNIDAD RENTADA DEVUELTA;;;;;;
13712;3HBBZTBN0PL856041;International;Zafiro;41;Y1A073573;2023;Camion;Activo;Operaciones;Operando;Diesel;12020;;92RD7V;WOLONG;;;;;;
5048;3HBBZSEN9HL479006;International;Zafiro;41;Y1A033000;2017;Camion;Activo;Operaciones;Operando;Diesel;5336;;61RA2X;AZTEK;no;no;si;na;no;
6177;3HBBZSEN5KL657498;International;Reco;37;Y1A038185;2019;Camion;Activo;Operaciones;Operando;Diesel;6443;;30-RB-3B;GLOBAL FM;;;;;;
16163;3HBBZTBN7SL648862;International;Zafiro;41;Y1A077308;2025;Camion;Activo;Operaciones;Operando;Diesel;14109;;96RE6N;CELESTICA AGUA FRIA;;;;;;
7770;3HBBZSGN7LL271082;International;Reco;41;U1A009875;2020;Camion;Activo;Operaciones;Operando;Diesel;7972;;34RB3V;NIDEC-CMD;;;;;;
9275;JTFSX23P8K6204531;Toyota;Hiace;15;;2019;Camioneta;Baja;Operaciones;Vendido;Gasolina Magna;8782;A18251R;;UNIDAD RENTADA DEVUELTA;;;;;;
13128;3MN2E82W7PD301087;Volkswagen;Ayco;45;0166360A946354;2023;Camion;Activo;Operaciones;Operando;Diesel;11537;A22520R;09RD7M;VERTIV MONTERREY;;;;;;
13463;3HBBZTBN4PL485725;International;Zafiro;41;Y1A072490;2023;Camion;Activo;Operaciones;Operando;Diesel;11872;;92RD2S;IAC;;;;;;
15428;3MN2E82W8RD301957;Volkswagen;Ayco;41;0166791A186789;2024;Camion;Activo;Operaciones;Operando;Diesel;13418;;89RE6F;NIDEC-USEM;;;;;;
7758;3HBBZSGN4KL814659;International;Reco;41;U1A009541;2019;Camion;Activo;Operaciones;Operando;Diesel;7960;A21212R;28RB3V;GLOBAL FM;;;;;;
7689;9532G82W5KR911116;Volkswagen;Ayco;45;0165053A215050;2019;Camion;Baja;Operaciones;Vendido;Diesel;7892;;43RC2G;UNIDAD DEMO DEVUELTA;;;;;;
5113;3HBBZSENXHL518881;International;Zafiro;41;Y1A033569;2017;Camion;Activo;Operaciones;Operando;Diesel;5399;;80RA2X;;;;;;;
10467;3HBBZTBN3NL443608;International;Zafiro;41;Y1A053161;2022;Camion;Activo;Operaciones;Mantenimiento;Diesel;9807;A20460R;22RC7F;WOLONG;;;;;;
15431;3MN2E82W2RD301906;Volkswagen;Ayco;41;0166782A016780;2024;Camion;Activo;Operaciones;Operando;Diesel;13421;;87RE6F;ABB ELECTRICAL CONTROL SYSTEMS;si;si;si;na;no;
16154;3HBBZTBN5SL648861;International;Zafiro;41;Y1A077682;2025;Camion;Activo;Operaciones;Operando;Diesel;14100;;72RE6N;CELESTICA APODACA;;;;;;
5280;3HBBZSGN0HL494331;International;Zafiro;41;U1A008953;2017;Camion;Activo;Operaciones;Operando;Diesel;5557;;80RA2J;;;;;;;
10439;3HBBZTBN4NL443603;International;Zafiro;41;Y1A054776;2022;Camion;Activo;Operaciones;Operando;Diesel;9782;;23RC7F;UDEM;;;;;;
14482;3HBBZTBN0RL195470;International;Zafiro;41;Y1A076006;2024;Camion;Activo;Operaciones;Operando;Diesel;12640;A26224R;52RD9Z;VERTIV MONTERREY;;;;;;
4997;3HBBZSEN7HL473740;International;Zafiro;41;Y1A032594;2017;Camion;Activo;Operaciones;Operando;Diesel;5286;A21956R;63RA9G;GLOBAL FM;;;;;;
10007;3MBAA6DN8EM0999;Mercedes benz;Torino;41;;2014;Camion;Baja;Operaciones;Vendido;Diesel;9460;A19281R;;UNIDAD RENTADA DEVUELTA;;;;;;
10334;3HBBZSGNXNL497362;International;Zafiro;41;U1A009984;2022;Camion;Activo;Operaciones;Operando;Diesel;9677;;48RC5F;CELESTICA AGUA FRIA;;;;;;
9883;3MBAA3CN77M020890;Mercedes benz;Torino Marco Polo;41;;2007;Camion;Baja;Operaciones;Vendido;Diesel;9376;A17757R;;UNIDAD RENTADA DEVUELTA;;;;;;
14839;3MBAA2DP2PM077590;Mercedes benz;Zafiro;41;924982U1401488;2023;Camion;Activo;Operaciones;Operando;Diesel;12910;A26946R;33RE5B;ABB ELECTRICAL CONTROL SYSTEMS;si;si;si;na;si;
9712;3MBAA2DP1MM074496;Mercedes benz;Zafiro;41;924982U1304683;2021;Camion;Activo;Operaciones;Corralon Media;Diesel;9205;;46RC9C;Choque con motociclista fallecido - Trámite de liberación pendiente por falta de operador;;;;;;
7757;3HBBZSGN6KL443018;International;Reco;41;U1A009551;2019;Camion;Activo;Operaciones;Operando;Diesel;7959;;71RB3V;DONG KOOK MTY;;;;;;
15356;3MBAA2DP9RM082627;Mercedes benz;Zafiro;41;924982U1451405;2024;Camion;Activo;Operaciones;Operando;Diesel;13346;;54RE5F;NIDEC-CMD;;;;;;
14072;JTFSX23P1K6201809;Toyota;Hiace;15;;2019;Camioneta;Baja;Operaciones;Vendido;Gasolina Magna;12378;A24548R;;UNIDAD RENTADA DEVUELTA;;;;;;
