IdVehiculo;Serial;Marca;Modelo;Asientos;Motor;Año;Tipo vehiculo;Gpo. estatus;Uso;Estatus;Combustible;Eco;Placas;Placas federales;Descripcion;aire;jala;mochila;conversion/reparacion;reinsidente;Columna1
15468;3HBBZTBNXSL613880;International;Zafiro;41;Y1A076555;2025;Camion;Activo;Operaciones;Operando;Diesel;13455;A27397R;26RE6F;NIDEC-CMD;;;;;;
6296;3HBBZSENXKL664236;International;Reco;39;Y1A039150;2019;Camion;Activo;Operaciones;Operando;Diesel;6561;;;DAWN FOODS;;;;;;
13049;3HBBZTBN2PL508760;International;Zafiro;41;Y1A066931;2023;Camion;Activo;Operaciones;Operando;Diesel;11458;;72RD7M;SIEMENS;;;;;;
16005;W1Y5KD3ZXRP686484;Mercedes benz;Sprinter;22;6,54921E+13;2024;Camioneta;Activo;Operaciones;Operando;Diesel;13960;A28410R;65RE7L;UDEM  CIRCUITOS;;;;;;
13483;3HBBZTBN0PL485317;International;Zafiro;41;Y1A071855;2023;Camion;Activo;Operaciones;Operando;Diesel;11892;;85RD2S;SIEMENS;;;;;;
10991;3HBBZTBN4NL316995;International;Zafiro;41;Y1A057710;2022;Camion;Activo;Operaciones;Operando;Diesel;10221;A20780R;57RC2R;CELESTICA AGUA FRIA;;;;;;
14273;3HBBZTBN3RL670934;International;Zafiro;41;Y1A075951;2024;Camion;Activo;Operaciones;Operando;Diesel;12579;A25717R;61RD7Z;ABB ELECTRICAL CONTROL SYSTEMS;si;si;si;na;si;
14873;3MN2E82W4RD300174;Volkswagen;Ayco;41;0166521A256520;2024;Camion;Activo;Operaciones;Operando;Diesel;12944;A26447R;42RE6B;RAGASA;;;;;;
13051;3HBBZTBN6PL508762;International;Zafiro;41;Y1A067998;2023;Camion;Activo;Operaciones;Operando;Diesel;11460;;70RD7M;VERTIV MONTERREY;;;;;;
8764;3MBAA6DNXFM053879;Mercedes benz;Torino;41;;2015;Camion;Baja;Operaciones;Vendido;Diesel;8314;250HY1;;UNIDAD RENTADA DEVUELTA;;;;;;
13716;3HBBZTBN6PL856044;International;Zafiro;41;Y1A073346;2023;Camion;Activo;Operaciones;Operando;Diesel;12024;;25RD7V;LIXIL;;;;;;
9270;3MBAA6DN1DM045655;Mercedes benz;Torino;41;;2013;Camion;Baja;Operaciones;Vendido;Diesel;8778;222375R;;UNIDAD RENTADA DEVUELTA;;;;;;
11066;3HBBZTBN2NL351681;International;Zafiro;41;Y1A057274;2022;Camion;Activo;Operaciones;Operando;Diesel;10293;A20874R;81RC2R;KEPLER CONSTRUCTORA;;;;;;
10289;3MBAA6DNXBM041077;Mercedes benz;Torino;41;9,06999E+13;2011;Camion;Baja;Operaciones;Vendido;Diesel;9632;214680R;;UNIDAD RENTADA DEVUELTA;;;;;;
7880;3HBBZSEN3LL257196;International;Reco;41;Y1A043115;2020;Camion;Activo;Operaciones;Operando;Diesel;8082;;11RB6V;CELESTICA ESCOBEDO;;;;;;
13347;3MN2E82W3PD301085;Volkswagen;Ayco;45;0166360B046354;2023;Camion;Activo;Operaciones;Operando;Diesel;11756;;53RD2S;KAYAKU SAFETY;;;;;;
10512;3HBBZTBN2NL398094;International;Zafiro;41;Y1A053816;2022;Camion;Activo;Operaciones;Operando;Diesel;9852;;20RC7F;UDEM;;;;;;
16167;3HBBZTBN3SL648860;International;Zafiro;41;Y1A077681;2025;Camion;Activo;Operaciones;Operando;Diesel;14113;;76RE6N;CELESTICA AGUA FRIA;;;;;;
9714;3MBAA2DP3MM074502;Mercedes benz;Zafiro;41;924982U1301137;2021;Camion;Activo;Operaciones;Operando;Diesel;9207;;63RC9C;;;;;;;
4629;3HBBZSEN8GL292886;International;Zafiro;45;Y1A028392;2016;Camion;Activo;Operaciones;Operando;Diesel;4756;794678C;96RB6B;LIXIL;;;;;;
8020;WD3YF4A95KP142273;Mercedes benz;Sprinter;21;6,51958E+13;2019;Camioneta;Activo;Operaciones;Operando;Diesel;8221;;07RB3Z;UDEM  CIRCUITOS;;;;;;
7602;3HBBZSGN5KL814671;International;Reco;41;U1A009534 ;2019;Camion;Activo;Operaciones;Operando;Diesel;7811;;23RB7M;WOLONG;;;;;;
15384;3HBBZTBN5SL615407;International;Zafiro;41;Y1A077091;2025;Camion;Activo;Operaciones;Operando;Diesel;13374;;71RE4F;SIEMENS;;;;;;
13171;3HBBZTBN9PL514541;International;Zafiro;41;Y1A069250;2023;Camion;Activo;Operaciones;Operando;Diesel;11580;;10RD5M;VERTIV MONTERREY;;;;;;
13181;3HBBZTBN5PL280558;International;Zafiro;41;Y1A067895;2023;Camion;Activo;Operaciones;Operando;Diesel;11590;;24RD6M;IAC;;;;;;
10989;3HBBZTBN5NL316990;International;Zafiro;41;Y1A057728;2022;Camion;Activo;Operaciones;Operando;Diesel;10219;A20786R;59RC2R;AMAZON MTY 2;;;;;;
8756;JN1BE6DS8K9033578;Nissan;Urvan;15;;2020;Camioneta;Baja;Operaciones;Vendido;Gasolina Magna;8306;A18159R;;UNIDAD RENTADA DEVUELTA;;;;;;
7762;3HBBZSGN6KL814694;International;Reco;41;U1A009492;2019;Camion;Activo;Operaciones;Operando;Diesel;7964;;26RB3V;NAPS;;;;;;
5027;3HBBZSEN8HL473746;International;Zafiro;41;Y1A032215;2017;Camion;Activo;Operaciones;Mantenimiento;Diesel;5315;A21959R;95RA4V;GLOBAL FM;;;;;;
7648;WD3YF1A90KP633865;Mercedes benz;Sprinter;21;6,51955E+13;2019;Camioneta;Activo;Operaciones;Operando;Diesel;7857;;66RB7P;WOLONG;;;;;;
10432;3MBAA6DS6GM057337;Mercedes benz;Torino;41;926995U1112582;2016;Camion;Baja;Operaciones;Vendido;Diesel;9775;223528R;;UNIDAD RENTADA DEVUELTA;;;;;;
13048;3HBBZTBN2PL508113;International;Zafiro;41;Y1A066775;2023;Camion;Activo;Operaciones;Operando;Diesel;11457;;43RD7M;SIEMENS;;;;;;
7769;3HBBZSGN6LL266892;International;Reco;41;U1A009680;2020;Camion;Activo;Operaciones;Operando;Diesel;7971;;36RB3V;CELESTICA ESCOBEDO;;;;;;
10985;3HBBZTBN0NL316993;International;Zafiro;41;Y1A057440;2022;Camion;Activo;Operaciones;Operando;Diesel;10215;A20785R;63RC2R;AMAZON MTY;;;;;;
16157;3HBBZTBN7SL571345;International;Zafiro;41;Y1A077114;2025;Camion;Activo;Operaciones;Operando;Diesel;14103;;90RE6N;CELESTICA AGUA FRIA;;;;;;
14223;3HBBZTBN1RL195462;International;Zafiro;41;Y1A076021;2024;Camion;Activo;Operaciones;Mantenimiento;Diesel;12529;A25367R;75RD7Z;KAYAKU SAFETY;;;;;;
9713;3MBAA2DP3MM074497;Mercedes benz;Zafiro;41;924982U1305620;2021;Camion;Activo;Operaciones;Operando;Diesel;9206;;45RC9C;KEPLER CONSTRUCTORA;;;;;;
12773;3HBBZTBN7PL373436;International;Zafiro;41;Y1A064075;2023;Camion;Activo;Operaciones;Operando;Diesel;11190;A21791R;59RD5M;UDEM;;;;;;
10437;3HBBZTBN9NL443600;International;Zafiro;41;Y1A053715;2022;Camion;Activo;Operaciones;Operando;Diesel;9780;;35RC7F;UDEM;;;;;;
15441;3HBBZTBN4SL369174;International;Zafiro;41;Y1A076550;2025;Camion;Activo;Operaciones;Operando;Diesel;13428;;31RE6F;NIDEC-COLD;no;no;si;reparacion;si;
13715;3HBBZTBN3PL492486;International;Zafiro;41;Y1A055374;2023;Camion;Activo;Operaciones;Operando;Diesel;12023;;26RD7V;VERTIV MONTERREY;;;;;;
9786;3MBAA5DM9HM059368;Mercedes benz;Torino;41;;2017;Camion;Baja;Operaciones;Vendido;Diesel;9279;A15719R;;UNIDAD RENTADA DEVUELTA;;;;;;
9277;JN1BE6DSXK9033596;Nissan;Urvan;15;;2019;Camioneta;Baja;Operaciones;Vendido;Gasolina Magna;8784;A18145R;;UNIDAD RENTADA DEVUELTA;;;;;;
16449;3HBBZTBN8SL600853;International;Zafiro;41;Y1A077835;2025;Camion;Activo;Operaciones;Operando;Diesel;14203;;En tramite;VERTIV MONTERREY;;;;;;
13365;3HBBZTBN5PL481408;International;Zafiro;41;Y1A069053;2023;Camion;Activo;Operaciones;Operando;Diesel;11774;;02RD2S;WOLONG;;;;;;
5010;3HBBZSEN8HL715029;International;Zafiro;41;Y1A032559;2017;Camion;Inactivo;Operaciones;Siniestro;Diesel;5298;A21962R;66RA9G;En tramite con la aseguradora;;;;;;
8052;WD3YF4A91LP172985;Mercedes benz;Sprinter;21;6,51958E+13;2020;Camioneta;Activo;Operaciones;Operando;Diesel;8252;;07RC9A;UDEM CIRCUITOS;;;;;;
13376;3HBBZTBN6PL664199;International;Zafiro;41;Y1A070640;2023;Camion;Activo;Operaciones;Operando;Diesel;11785;;94RD1S;VERTIV MONTERREY;;;;;;
13467;3HBBZTBN7PL489087;International;Zafiro;41;Y1A064775;2023;Camion;Activo;Operaciones;Operando;Diesel;11876;;88RD2S;IAC;;;;;;
9881;W1Y8DD3Z4LP232147;Mercedes benz;Sprinter;21;6,51958E+13;2020;Camioneta;Activo;Operaciones;Mantenimiento;Diesel;9374;;48RC1G;UDEM CIRCUITOS;;;;;;
10328;3HBBZSGN1NL594417;International;Zafiro;41;U1A009980;2022;Camion;Activo;Operaciones;Operando;Diesel;9671;;49RC5F;KAYAKU SAFETY;;;;;;
5200;3HBBZSEN6HL445377;International;Zafiro;41;Y1A034252;2017;Camion;Activo;Operaciones;Operando;Diesel;5485;;75RA2X;AZTEK;no;no;si;reparacion;no;
15409;3HBBZTBN7SL615408;International;Zafiro;41;Y1A076665;2025;Camion;Activo;Operaciones;Operando;Diesel;13399;;64RE4F;IAC SANTA CATARINA;;;;;;
